Name,Barcode,Description,Weight,Status,CategoryName
Home & Kitchen Item 142,2000000002910,Home & Kitchen product 142 - generated seed data.,19.3,0,Home & Kitchen
Home & Kitchen Item 143,2000000002927,Home & Kitchen product 143 - generated seed data.,15.96,1,Home & Kitchen
Home & Kitchen Item 144,2000000002934,Home & Kitchen product 144 - generated seed data.,6.62,2,Home & Kitchen
Home & Kitchen Item 145,2000000002941,Home & Kitchen product 145 - generated seed data.,18.56,0,Home & Kitchen
Home & Kitchen Item 146,2000000002958,Home & Kitchen product 146 - generated seed data.,13.84,1,Home & Kitchen
Home & Kitchen Item 147,2000000002965,Home & Kitchen product 147 - generated seed data.,10.75,2,Home & Kitchen
Home & Kitchen Item 148,2000000002972,Home & Kitchen product 148 - generated seed data.,0.34,0,Home & Kitchen
Home & Kitchen Item 149,2000000002989,Home & Kitchen product 149 - generated seed data.,1.97,1,Home & Kitchen
Home & Kitchen Item 150,2000000002996,Home & Kitchen product 150 - generated seed data.,22.09,2,Home & Kitchen
Sports & Outdoors Item 001,2000000003009,Sports & Outdoors product 1 - generated seed data.,22.61,0,Sports & Outdoors
Sports & Outdoors Item 002,2000000003016,Sports & Outdoors product 2 - generated seed data.,13.69,1,Sports & Outdoors
Sports & Outdoors Item 003,2000000003023,Sports & Outdoors product 3 - generated seed data.,20.88,2,Sports & Outdoors
Sports & Outdoors Item 004,2000000003030,Sports & Outdoors product 4 - generated seed data.,14.6,0,Sports & Outdoors
Sports & Outdoors Item 005,2000000003047,Sports & Outdoors product 5 - generated seed data.,3.79,1,Sports & Outdoors
Sports & Outdoors Item 006,2000000003054,Sports & Outdoors product 6 - generated seed data.,3.27,2,Sports & Outdoors
Sports & Outdoors Item 007,2000000003061,Sports & Outdoors product 7 - generated seed data.,7.78,0,Sports & Outdoors
Sports & Outdoors Item 008,2000000003078,Sports & Outdoors product 8 - generated seed data.,22.48,1,Sports & Outdoors
Sports & Outdoors Item 009,2000000003085,Sports & Outdoors product 9 - generated seed data.,19.92,2,Sports & Outdoors
Sports & Outdoors Item 010,2000000003092,Sports & Outdoors product 10 - generated seed data.,21.53,0,Sports & Outdoors
Sports & Outdoors Item 011,2000000003108,Sports & Outdoors product 11 - generated seed data.,22.48,1,Sports & Outdoors
Sports & Outdoors Item 012,2000000003115,Sports & Outdoors product 12 - generated seed data.,5.33,2,Sports & Outdoors
Sports & Outdoors Item 013,2000000003122,Sports & Outdoors product 13 - generated seed data.,6.31,0,Sports & Outdoors
Sports & Outdoors Item 014,2000000003139,Sports & Outdoors product 14 - generated seed data.,2.66,1,Sports & Outdoors
Sports & Outdoors Item 015,2000000003146,Sports & Outdoors product 15 - generated seed data.,19.52,2,Sports & Outdoors
Sports & Outdoors Item 016,2000000003153,Sports & Outdoors product 16 - generated seed data.,22.11,0,Sports & Outdoors
Sports & Outdoors Item 017,2000000003160,Sports & Outdoors product 17 - generated seed data.,10.22,1,Sports & Outdoors
Sports & Outdoors Item 018,2000000003177,Sports & Outdoors product 18 - generated seed data.,15.55,2,Sports & Outdoors
Sports & Outdoors Item 019,2000000003184,Sports & Outdoors product 19 - generated seed data.,3.95,0,Sports & Outdoors
Sports & Outdoors Item 020,2000000003191,Sports & Outdoors product 20 - generated seed data.,23.25,1,Sports & Outdoors
Sports & Outdoors Item 021,2000000003207,Sports & Outdoors product 21 - generated seed data.,21.63,2,Sports & Outdoors
Sports & Outdoors Item 022,2000000003214,Sports & Outdoors product 22 - generated seed data.,24.41,0,Sports & Outdoors
Sports & Outdoors Item 023,2000000003221,Sports & Outdoors product 23 - generated seed data.,20.29,1,Sports & Outdoors
Sports & Outdoors Item 024,2000000003238,Sports & Outdoors product 24 - generated seed data.,22.05,2,Sports & Outdoors
Sports & Outdoors Item 025,2000000003245,Sports & Outdoors product 25 - generated seed data.,0.72,0,Sports & Outdoors
Sports & Outdoors Item 026,2000000003252,Sports & Outdoors product 26 - generated seed data.,18.44,1,Sports & Outdoors
Sports & Outdoors Item 027,2000000003269,Sports & Outdoors product 27 - generated seed data.,8.37,2,Sports & Outdoors
Sports & Outdoors Item 028,2000000003276,Sports & Outdoors product 28 - generated seed data.,23.28,0,Sports & Outdoors
Sports & Outdoors Item 029,2000000003283,Sports & Outdoors product 29 - generated seed data.,20.08,1,Sports & Outdoors
Sports & Outdoors Item 030,2000000003290,Sports & Outdoors product 30 - generated seed data.,21.62,2,Sports & Outdoors
Sports & Outdoors Item 031,2000000003306,Sports & Outdoors product 31 - generated seed data.,20.29,0,Sports & Outdoors
Sports & Outdoors Item 032,2000000003313,Sports & Outdoors product 32 - generated seed data.,6.74,1,Sports & Outdoors
Sports & Outdoors Item 033,2000000003320,Sports & Outdoors product 33 - generated seed data.,19.71,2,Sports & Outdoors
Sports & Outdoors Item 034,2000000003337,Sports & Outdoors product 34 - generated seed data.,2.79,0,Sports & Outdoors
Sports & Outdoors Item 035,2000000003344,Sports & Outdoors product 35 - generated seed data.,21.82,1,Sports & Outdoors
Sports & Outdoors Item 036,2000000003351,Sports & Outdoors product 36 - generated seed data.,21.48,2,Sports & Outdoors
Sports & Outdoors Item 037,2000000003368,Sports & Outdoors product 37 - generated seed data.,5.64,0,Sports & Outdoors
Sports & Outdoors Item 038,2000000003375,Sports & Outdoors product 38 - generated seed data.,20.43,1,Sports & Outdoors
Sports & Outdoors Item 039,2000000003382,Sports & Outdoors product 39 - generated seed data.,11.56,2,Sports & Outdoors
Sports & Outdoors Item 040,2000000003399,Sports & Outdoors product 40 - generated seed data.,7.7,0,Sports & Outdoors
Sports & Outdoors Item 041,2000000003405,Sports & Outdoors product 41 - generated seed data.,19.9,1,Sports & Outdoors
Sports & Outdoors Item 042,2000000003412,Sports & Outdoors product 42 - generated seed data.,5.77,2,Sports & Outdoors
Sports & Outdoors Item 043,2000000003429,Sports & Outdoors product 43 - generated seed data.,0.69,0,Sports & Outdoors
Sports & Outdoors Item 044,2000000003436,Sports & Outdoors product 44 - generated seed data.,4.91,1,Sports & Outdoors
Sports & Outdoors Item 045,2000000003443,Sports & Outdoors product 45 - generated seed data.,8.27,2,Sports & Outdoors
Sports & Outdoors Item 046,2000000003450,Sports & Outdoors product 46 - generated seed data.,21.62,0,Sports & Outdoors
Sports & Outdoors Item 047,2000000003467,Sports & Outdoors product 47 - generated seed data.,24.18,1,Sports & Outdoors
Sports & Outdoors Item 048,2000000003474,Sports & Outdoors product 48 - generated seed data.,7.05,2,Sports & Outdoors
Sports & Outdoors Item 049,2000000003481,Sports & Outdoors product 49 - generated seed data.,16.07,0,Sports & Outdoors
Sports & Outdoors Item 050,2000000003498,Sports & Outdoors product 50 - generated seed data.,10.05,1,Sports & Outdoors
Sports & Outdoors Item 051,2000000003504,Sports & Outdoors product 51 - generated seed data.,24.53,2,Sports & Outdoors
Sports & Outdoors Item 052,2000000003511,Sports & Outdoors product 52 - generated seed data.,13.45,0,Sports & Outdoors
Sports & Outdoors Item 053,2000000003528,Sports & Outdoors product 53 - generated seed data.,23.49,1,Sports & Outdoors
Sports & Outdoors Item 054,2000000003535,Sports & Outdoors product 54 - generated seed data.,2.97,2,Sports & Outdoors
Sports & Outdoors Item 055,2000000003542,Sports & Outdoors product 55 - generated seed data.,24.26,0,Sports & Outdoors
Sports & Outdoors Item 056,2000000003559,Sports & Outdoors product 56 - generated seed data.,4.55,1,Sports & Outdoors
Sports & Outdoors Item 057,2000000003566,Sports & Outdoors product 57 - generated seed data.,24.07,2,Sports & Outdoors
Sports & Outdoors Item 058,2000000003573,Sports & Outdoors product 58 - generated seed data.,6.71,0,Sports & Outdoors
Sports & Outdoors Item 059,2000000003580,Sports & Outdoors product 59 - generated seed data.,2.8,1,Sports & Outdoors
Sports & Outdoors Item 060,2000000003597,Sports & Outdoors product 60 - generated seed data.,10.92,2,Sports & Outdoors
Sports & Outdoors Item 061,2000000003603,Sports & Outdoors product 61 - generated seed data.,18.24,0,Sports & Outdoors
Sports & Outdoors Item 062,2000000003610,Sports & Outdoors product 62 - generated seed data.,7.91,1,Sports & Outdoors
Sports & Outdoors Item 063,2000000003627,Sports & Outdoors product 63 - generated seed data.,15.19,2,Sports & Outdoors
Sports & Outdoors Item 064,2000000003634,Sports & Outdoors product 64 - generated seed data.,12.83,0,Sports & Outdoors
Sports & Outdoors Item 065,2000000003641,Sports & Outdoors product 65 - generated seed data.,9.69,1,Sports & Outdoors
Sports & Outdoors Item 066,2000000003658,Sports & Outdoors product 66 - generated seed data.,14.46,2,Sports & Outdoors
Sports & Outdoors Item 067,2000000003665,Sports & Outdoors product 67 - generated seed data.,6.44,0,Sports & Outdoors
Sports & Outdoors Item 068,2000000003672,Sports & Outdoors product 68 - generated seed data.,17.75,1,Sports & Outdoors
Sports & Outdoors Item 069,2000000003689,Sports & Outdoors product 69 - generated seed data.,0.14,2,Sports & Outdoors
Sports & Outdoors Item 070,2000000003696,Sports & Outdoors product 70 - generated seed data.,23.15,0,Sports & Outdoors
Sports & Outdoors Item 071,2000000003702,Sports & Outdoors product 71 - generated seed data.,13.51,1,Sports & Outdoors
Sports & Outdoors Item 072,2000000003719,Sports & Outdoors product 72 - generated seed data.,18.01,2,Sports & Outdoors
Sports & Outdoors Item 073,2000000003726,Sports & Outdoors product 73 - generated seed data.,18.57,0,Sports & Outdoors
Sports & Outdoors Item 074,2000000003733,Sports & Outdoors product 74 - generated seed data.,16.8,1,Sports & Outdoors
Sports & Outdoors Item 075,2000000003740,Sports & Outdoors product 75 - generated seed data.,9.17,2,Sports & Outdoors
Sports & Outdoors Item 076,2000000003757,Sports & Outdoors product 76 - generated seed data.,1.84,0,Sports & Outdoors
Sports & Outdoors Item 077,2000000003764,Sports & Outdoors product 77 - generated seed data.,16.64,1,Sports & Outdoors
Sports & Outdoors Item 078,2000000003771,Sports & Outdoors product 78 - generated seed data.,8.32,2,Sports & Outdoors
Sports & Outdoors Item 079,2000000003788,Sports & Outdoors product 79 - generated seed data.,7.92,0,Sports & Outdoors
Sports & Outdoors Item 080,2000000003795,Sports & Outdoors product 80 - generated seed data.,21.22,1,Sports & Outdoors
Sports & Outdoors Item 081,2000000003801,Sports & Outdoors product 81 - generated seed data.,18.02,2,Sports & Outdoors
Sports & Outdoors Item 082,2000000003818,Sports & Outdoors product 82 - generated seed data.,7.58,0,Sports & Outdoors
Sports & Outdoors Item 083,2000000003825,Sports & Outdoors product 83 - generated seed data.,7.8,1,Sports & Outdoors
Sports & Outdoors Item 084,2000000003832,Sports & Outdoors product 84 - generated seed data.,10.27,2,Sports & Outdoors
Sports & Outdoors Item 085,2000000003849,Sports & Outdoors product 85 - generated seed data.,10.12,0,Sports & Outdoors
Sports & Outdoors Item 086,2000000003856,Sports & Outdoors product 86 - generated seed data.,7.46,1,Sports & Outdoors
Sports & Outdoors Item 087,2000000003863,Sports & Outdoors product 87 - generated seed data.,3.27,2,Sports & Outdoors
Sports & Outdoors Item 088,2000000003870,Sports & Outdoors product 88 - generated seed data.,10.57,0,Sports & Outdoors
Sports & Outdoors Item 089,2000000003887,Sports & Outdoors product 89 - generated seed data.,23.52,1,Sports & Outdoors
Sports & Outdoors Item 090,2000000003894,Sports & Outdoors product 90 - generated seed data.,16.97,2,Sports & Outdoors
Sports & Outdoors Item 091,2000000003900,Sports & Outdoors product 91 - generated seed data.,22.58,0,Sports & Outdoors
Sports & Outdoors Item 092,2000000003917,Sports & Outdoors product 92 - generated seed data.,15.43,1,Sports & Outdoors
Sports & Outdoors Item 093,2000000003924,Sports & Outdoors product 93 - generated seed data.,7.59,2,Sports & Outdoors
Sports & Outdoors Item 094,2000000003931,Sports & Outdoors product 94 - generated seed data.,13.74,0,Sports & Outdoors
Sports & Outdoors Item 095,2000000003948,Sports & Outdoors product 95 - generated seed data.,0.11,1,Sports & Outdoors
Sports & Outdoors Item 096,2000000003955,Sports & Outdoors product 96 - generated seed data.,7.24,2,Sports & Outdoors
Sports & Outdoors Item 097,2000000003962,Sports & Outdoors product 97 - generated seed data.,10.8,0,Sports & Outdoors
Sports & Outdoors Item 098,2000000003979,Sports & Outdoors product 98 - generated seed data.,14.54,1,Sports & Outdoors
Sports & Outdoors Item 099,2000000003986,Sports & Outdoors product 99 - generated seed data.,16.4,2,Sports & Outdoors
Sports & Outdoors Item 100,2000000003993,Sports & Outdoors product 100 - generated seed data.,11.68,0,Sports & Outdoors
Sports & Outdoors Item 101,2000000004006,Sports & Outdoors product 101 - generated seed data.,11.11,1,Sports & Outdoors
Sports & Outdoors Item 102,2000000004013,Sports & Outdoors product 102 - generated seed data.,5.42,2,Sports & Outdoors
Sports & Outdoors Item 103,2000000004020,Sports & Outdoors product 103 - generated seed data.,11.88,0,Sports & Outdoors
Sports & Outdoors Item 104,2000000004037,Sports & Outdoors product 104 - generated seed data.,22.54,1,Sports & Outdoors
Sports & Outdoors Item 105,2000000004044,Sports & Outdoors product 105 - generated seed data.,19.92,2,Sports & Outdoors
Sports & Outdoors Item 106,2000000004051,Sports & Outdoors product 106 - generated seed data.,4.33,0,Sports & Outdoors
Sports & Outdoors Item 107,2000000004068,Sports & Outdoors product 107 - generated seed data.,2.21,1,Sports & Outdoors
Sports & Outdoors Item 108,2000000004075,Sports & Outdoors product 108 - generated seed data.,12.93,2,Sports & Outdoors
Sports & Outdoors Item 109,2000000004082,Sports & Outdoors product 109 - generated seed data.,15.86,0,Sports & Outdoors
Sports & Outdoors Item 110,2000000004099,Sports & Outdoors product 110 - generated seed data.,8.45,1,Sports & Outdoors
Sports & Outdoors Item 111,2000000004105,Sports & Outdoors product 111 - generated seed data.,20.48,2,Sports & Outdoors
Sports & Outdoors Item 112,2000000004112,Sports & Outdoors product 112 - generated seed data.,18.8,0,Sports & Outdoors
Sports & Outdoors Item 113,2000000004129,Sports & Outdoors product 113 - generated seed data.,16.85,1,Sports & Outdoors
Sports & Outdoors Item 114,2000000004136,Sports & Outdoors product 114 - generated seed data.,5.69,2,Sports & Outdoors
Sports & Outdoors Item 115,2000000004143,Sports & Outdoors product 115 - generated seed data.,5.06,0,Sports & Outdoors
Sports & Outdoors Item 116,2000000004150,Sports & Outdoors product 116 - generated seed data.,0.71,1,Sports & Outdoors
Sports & Outdoors Item 117,2000000004167,Sports & Outdoors product 117 - generated seed data.,6.2,2,Sports & Outdoors
Sports & Outdoors Item 118,2000000004174,Sports & Outdoors product 118 - generated seed data.,11.93,0,Sports & Outdoors
Sports & Outdoors Item 119,2000000004181,Sports & Outdoors product 119 - generated seed data.,21.26,1,Sports & Outdoors
Sports & Outdoors Item 120,2000000004198,Sports & Outdoors product 120 - generated seed data.,1.91,2,Sports & Outdoors
Sports & Outdoors Item 121,2000000004204,Sports & Outdoors product 121 - generated seed data.,10.42,0,Sports & Outdoors
Sports & Outdoors Item 122,2000000004211,Sports & Outdoors product 122 - generated seed data.,15.78,1,Sports & Outdoors
Sports & Outdoors Item 123,2000000004228,Sports & Outdoors product 123 - generated seed data.,4.94,2,Sports & Outdoors
Sports & Outdoors Item 124,2000000004235,Sports & Outdoors product 124 - generated seed data.,17.44,0,Sports & Outdoors
Sports & Outdoors Item 125,2000000004242,Sports & Outdoors product 125 - generated seed data.,12.41,1,Sports & Outdoors
Sports & Outdoors Item 126,2000000004259,Sports & Outdoors product 126 - generated seed data.,6.18,2,Sports & Outdoors
Sports & Outdoors Item 127,2000000004266,Sports & Outdoors product 127 - generated seed data.,16.44,0,Sports & Outdoors
Sports & Outdoors Item 128,2000000004273,Sports & Outdoors product 128 - generated seed data.,0.24,1,Sports & Outdoors
Sports & Outdoors Item 129,2000000004280,Sports & Outdoors product 129 - generated seed data.,18.8,2,Sports & Outdoors
Sports & Outdoors Item 130,2000000004297,Sports & Outdoors product 130 - generated seed data.,19.27,0,Sports & Outdoors
Sports & Outdoors Item 131,2000000004303,Sports & Outdoors product 131 - generated seed data.,2.75,1,Sports & Outdoors
Sports & Outdoors Item 132,2000000004310,Sports & Outdoors product 132 - generated seed data.,10.69,2,Sports & Outdoors
Sports & Outdoors Item 133,2000000004327,Sports & Outdoors product 133 - generated seed data.,4.48,0,Sports & Outdoors
Sports & Outdoors Item 134,2000000004334,Sports & Outdoors product 134 - generated seed data.,23.95,1,Sports & Outdoors
Sports & Outdoors Item 135,2000000004341,Sports & Outdoors product 135 - generated seed data.,13.0,2,Sports & Outdoors
Sports & Outdoors Item 136,2000000004358,Sports & Outdoors product 136 - generated seed data.,1.35,0,Sports & Outdoors
Sports & Outdoors Item 137,2000000004365,Sports & Outdoors product 137 - generated seed data.,6.31,1,Sports & Outdoors
Sports & Outdoors Item 138,2000000004372,Sports & Outdoors product 138 - generated seed data.,21.22,2,Sports & Outdoors
Sports & Outdoors Item 139,2000000004389,Sports & Outdoors product 139 - generated seed data.,11.47,0,Sports & Outdoors
Sports & Outdoors Item 140,2000000004396,Sports & Outdoors product 140 - generated seed data.,20.06,1,Sports & Outdoors
Sports & Outdoors Item 141,2000000004402,Sports & Outdoors product 141 - generated seed data.,16.72,2,Sports & Outdoors
Sports & Outdoors Item 142,2000000004419,Sports & Outdoors product 142 - generated seed data.,24.7,0,Sports & Outdoors
Sports & Outdoors Item 143,2000000004426,Sports & Outdoors product 143 - generated seed data.,14.93,1,Sports & Outdoors
Sports & Outdoors Item 144,2000000004433,Sports & Outdoors product 144 - generated seed data.,23.76,2,Sports & Outdoors
Sports & Outdoors Item 145,2000000004440,Sports & Outdoors product 145 - generated seed data.,22.3,0,Sports & Outdoors
Sports & Outdoors Item 146,2000000004457,Sports & Outdoors product 146 - generated seed data.,15.36,1,Sports & Outdoors
Sports & Outdoors Item 147,2000000004464,Sports & Outdoors product 147 - generated seed data.,18.01,2,Sports & Outdoors
Sports & Outdoors Item 148,2000000004471,Sports & Outdoors product 148 - generated seed data.,12.67,0,Sports & Outdoors
Sports & Outdoors Item 149,2000000004488,Sports & Outdoors product 149 - generated seed data.,20.78,1,Sports & Outdoors
Sports & Outdoors Item 150,2000000004495,Sports & Outdoors product 150 - generated seed data.,13.74,2,Sports & Outdoors
Health & Beauty Item 001,2000000004501,Health & Beauty product 1 - generated seed data.,22.44,0,Health & Beauty
Health & Beauty Item 002,2000000004518,Health & Beauty product 2 - generated seed data.,18.62,1,Health & Beauty
Health & Beauty Item 003,2000000004525,Health & Beauty product 3 - generated seed data.,11.92,2,Health & Beauty
Health & Beauty Item 004,2000000004532,Health & Beauty product 4 - generated seed data.,6.55,0,Health & Beauty
Health & Beauty Item 005,2000000004549,Health & Beauty product 5 - generated seed data.,6.26,1,Health & Beauty
Health & Beauty Item 006,2000000004556,Health & Beauty product 6 - generated seed data.,15.98,2,Health & Beauty
Health & Beauty Item 007,2000000004563,Health & Beauty product 7 - generated seed data.,19.17,0,Health & Beauty
Health & Beauty Item 008,2000000004570,Health & Beauty product 8 - generated seed data.,13.08,1,Health & Beauty
Health & Beauty Item 009,2000000004587,Health & Beauty product 9 - generated seed data.,15.71,2,Health & Beauty
Health & Beauty Item 010,2000000004594,Health & Beauty product 10 - generated seed data.,6.94,0,Health & Beauty
Health & Beauty Item 011,2000000004600,Health & Beauty product 11 - generated seed data.,2.03,1,Health & Beauty
Health & Beauty Item 012,2000000004617,Health & Beauty product 12 - generated seed data.,7.21,2,Health & Beauty
Health & Beauty Item 013,2000000004624,Health & Beauty product 13 - generated seed data.,6.87,0,Health & Beauty
Health & Beauty Item 014,2000000004631,Health & Beauty product 14 - generated seed data.,8.06,1,Health & Beauty
Health & Beauty Item 015,2000000004648,Health & Beauty product 15 - generated seed data.,13.55,2,Health & Beauty
Health & Beauty Item 016,2000000004655,Health & Beauty product 16 - generated seed data.,3.55,0,Health & Beauty
Health & Beauty Item 017,2000000004662,Health & Beauty product 17 - generated seed data.,5.86,1,Health & Beauty
Health & Beauty Item 018,2000000004679,Health & Beauty product 18 - generated seed data.,17.38,2,Health & Beauty
Health & Beauty Item 019,2000000004686,Health & Beauty product 19 - generated seed data.,17.69,0,Health & Beauty
Health & Beauty Item 020,2000000004693,Health & Beauty product 20 - generated seed data.,1.7,1,Health & Beauty
Health & Beauty Item 021,2000000004709,Health & Beauty product 21 - generated seed data.,10.25,2,Health & Beauty
Health & Beauty Item 022,2000000004716,Health & Beauty product 22 - generated seed data.,13.61,0,Health & Beauty
Health & Beauty Item 023,2000000004723,Health & Beauty product 23 - generated seed data.,10.45,1,Health & Beauty
Health & Beauty Item 024,2000000004730,Health & Beauty product 24 - generated seed data.,5.25,2,Health & Beauty
Health & Beauty Item 025,2000000004747,Health & Beauty product 25 - generated seed data.,10.56,0,Health & Beauty
Health & Beauty Item 026,2000000004754,Health & Beauty product 26 - generated seed data.,22.63,1,Health & Beauty
Health & Beauty Item 027,2000000004761,Health & Beauty product 27 - generated seed data.,14.64,2,Health & Beauty
Health & Beauty Item 028,2000000004778,Health & Beauty product 28 - generated seed data.,17.42,0,Health & Beauty
Health & Beauty Item 029,2000000004785,Health & Beauty product 29 - generated seed data.,21.43,1,Health & Beauty
Health & Beauty Item 030,2000000004792,Health & Beauty product 30 - generated seed data.,19.16,2,Health & Beauty
Health & Beauty Item 031,2000000004808,Health & Beauty product 31 - generated seed data.,9.57,0,Health & Beauty
Health & Beauty Item 032,2000000004815,Health & Beauty product 32 - generated seed data.,0.25,1,Health & Beauty
Health & Beauty Item 033,2000000004822,Health & Beauty product 33 - generated seed data.,8.86,2,Health & Beauty
Health & Beauty Item 034,2000000004839,Health & Beauty product 34 - generated seed data.,18.86,0,Health & Beauty
Health & Beauty Item 035,2000000004846,Health & Beauty product 35 - generated seed data.,21.35,1,Health & Beauty
Health & Beauty Item 036,2000000004853,Health & Beauty product 36 - generated seed data.,23.84,2,Health & Beauty
Health & Beauty Item 037,2000000004860,Health & Beauty product 37 - generated seed data.,10.53,0,Health & Beauty
Health & Beauty Item 038,2000000004877,Health & Beauty product 38 - generated seed data.,18.71,1,Health & Beauty
Health & Beauty Item 039,2000000004884,Health & Beauty product 39 - generated seed data.,13.7,2,Health & Beauty
Health & Beauty Item 040,2000000004891,Health & Beauty product 40 - generated seed data.,15.12,0,Health & Beauty
Health & Beauty Item 041,2000000004907,Health & Beauty product 41 - generated seed data.,5.59,1,Health & Beauty
Health & Beauty Item 042,2000000004914,Health & Beauty product 42 - generated seed data.,5.56,2,Health & Beauty
Health & Beauty Item 043,2000000004921,Health & Beauty product 43 - generated seed data.,10.95,0,Health & Beauty
Health & Beauty Item 044,2000000004938,Health & Beauty product 44 - generated seed data.,0.82,1,Health & Beauty
Health & Beauty Item 045,2000000004945,Health & Beauty product 45 - generated seed data.,8.47,2,Health & Beauty
Health & Beauty Item 046,2000000004952,Health & Beauty product 46 - generated seed data.,17.01,0,Health & Beauty
Health & Beauty Item 047,2000000004969,Health & Beauty product 47 - generated seed data.,10.17,1,Health & Beauty
Health & Beauty Item 048,2000000004976,Health & Beauty product 48 - generated seed data.,4.21,2,Health & Beauty
Health & Beauty Item 049,2000000004983,Health & Beauty product 49 - generated seed data.,11.74,0,Health & Beauty
Health & Beauty Item 050,2000000004990,Health & Beauty product 50 - generated seed data.,3.28,1,Health & Beauty
Health & Beauty Item 051,2000000005003,Health & Beauty product 51 - generated seed data.,15.59,2,Health & Beauty
Health & Beauty Item 052,2000000005010,Health & Beauty product 52 - generated seed data.,0.77,0,Health & Beauty
Health & Beauty Item 053,2000000005027,Health & Beauty product 53 - generated seed data.,9.91,1,Health & Beauty
Health & Beauty Item 054,2000000005034,Health & Beauty product 54 - generated seed data.,14.15,2,Health & Beauty
Health & Beauty Item 055,2000000005041,Health & Beauty product 55 - generated seed data.,0.77,0,Health & Beauty
Health & Beauty Item 056,2000000005058,Health & Beauty product 56 - generated seed data.,16.1,1,Health & Beauty
Health & Beauty Item 057,2000000005065,Health & Beauty product 57 - generated seed data.,3.48,2,Health & Beauty
Health & Beauty Item 058,2000000005072,Health & Beauty product 58 - generated seed data.,11.6,0,Health & Beauty
Health & Beauty Item 059,2000000005089,Health & Beauty product 59 - generated seed data.,1.35,1,Health & Beauty
Health & Beauty Item 060,2000000005096,Health & Beauty product 60 - generated seed data.,9.54,2,Health & Beauty
Health & Beauty Item 061,2000000005102,Health & Beauty product 61 - generated seed data.,5.37,0,Health & Beauty
Health & Beauty Item 062,2000000005119,Health & Beauty product 62 - generated seed data.,8.24,1,Health & Beauty
Health & Beauty Item 063,2000000005126,Health & Beauty product 63 - generated seed data.,19.05,2,Health & Beauty
Health & Beauty Item 064,2000000005133,Health & Beauty product 64 - generated seed data.,9.54,0,Health & Beauty
Health & Beauty Item 065,2000000005140,Health & Beauty product 65 - generated seed data.,18.83,1,Health & Beauty
Health & Beauty Item 066,2000000005157,Health & Beauty product 66 - generated seed data.,20.81,2,Health & Beauty
Health & Beauty Item 067,2000000005164,Health & Beauty product 67 - generated seed data.,6.38,0,Health & Beauty
Health & Beauty Item 068,2000000005171,Health & Beauty product 68 - generated seed data.,2.14,1,Health & Beauty
Health & Beauty Item 069,2000000005188,Health & Beauty product 69 - generated seed data.,0.58,2,Health & Beauty
Health & Beauty Item 070,2000000005195,Health & Beauty product 70 - generated seed data.,13.53,0,Health & Beauty
Health & Beauty Item 071,2000000005201,Health & Beauty product 71 - generated seed data.,25.0,1,Health & Beauty
Health & Beauty Item 072,2000000005218,Health & Beauty product 72 - generated seed data.,8.81,2,Health & Beauty
Health & Beauty Item 073,2000000005225,Health & Beauty product 73 - generated seed data.,16.29,0,Health & Beauty
Health & Beauty Item 074,2000000005232,Health & Beauty product 74 - generated seed data.,19.55,1,Health & Beauty
Health & Beauty Item 075,2000000005249,Health & Beauty product 75 - generated seed data.,16.33,2,Health & Beauty
Health & Beauty Item 076,2000000005256,Health & Beauty product 76 - generated seed data.,18.88,0,Health & Beauty
Health & Beauty Item 077,2000000005263,Health & Beauty product 77 - generated seed data.,23.75,1,Health & Beauty
Health & Beauty Item 078,2000000005270,Health & Beauty product 78 - generated seed data.,5.06,2,Health & Beauty
Health & Beauty Item 079,2000000005287,Health & Beauty product 79 - generated seed data.,0.61,0,Health & Beauty
Health & Beauty Item 080,2000000005294,Health & Beauty product 80 - generated seed data.,3.89,1,Health & Beauty
Health & Beauty Item 081,2000000005300,Health & Beauty product 81 - generated seed data.,3.24,2,Health & Beauty
Health & Beauty Item 082,2000000005317,Health & Beauty product 82 - generated seed data.,16.77,0,Health & Beauty
Health & Beauty Item 083,2000000005324,Health & Beauty product 83 - generated seed data.,14.14,1,Health & Beauty
Health & Beauty Item 084,2000000005331,Health & Beauty product 84 - generated seed data.,5.53,2,Health & Beauty
Health & Beauty Item 085,2000000005348,Health & Beauty product 85 - generated seed data.,17.52,0,Health & Beauty
Health & Beauty Item 086,2000000005355,Health & Beauty product 86 - generated seed data.,19.2,1,Health & Beauty
Health & Beauty Item 087,2000000005362,Health & Beauty product 87 - generated seed data.,4.28,2,Health & Beauty
Health & Beauty Item 088,2000000005379,Health & Beauty product 88 - generated seed data.,15.22,0,Health & Beauty
Health & Beauty Item 089,2000000005386,Health & Beauty product 89 - generated seed data.,18.72,1,Health & Beauty
Health & Beauty Item 090,2000000005393,Health & Beauty product 90 - generated seed data.,2.95,2,Health & Beauty
Health & Beauty Item 091,2000000005409,Health & Beauty product 91 - generated seed data.,20.5,0,Health & Beauty
Health & Beauty Item 092,2000000005416,Health & Beauty product 92 - generated seed data.,24.12,1,Health & Beauty
Health & Beauty Item 093,2000000005423,Health & Beauty product 93 - generated seed data.,2.79,2,Health & Beauty
Health & Beauty Item 094,2000000005430,Health & Beauty product 94 - generated seed data.,0.74,0,Health & Beauty
Health & Beauty Item 095,2000000005447,Health & Beauty product 95 - generated seed data.,7.87,1,Health & Beauty
Health & Beauty Item 096,2000000005454,Health & Beauty product 96 - generated seed data.,16.97,2,Health & Beauty
